id_comment,text,parentId,publishedAt,totalReplyCount,videoId,videoTitle,ChannelSource,VideoPublication,empathy,humor,macabre,context,misogyny,intersectionality,aggressiveness,Responsibility,target,intersectionality_notes,aggressiveness_perpetrator,aggressiveness_victim,aggressiveness_social,aggressiveness_media,aggressiveness_rape,resp_perpetator,resp_victim,resp_social,resp_media,resp_rape
Ugw1mR67qp6jOJo0T1V4AaABAg,Purtroppo molte donne che fanno porno prima e poi becchi gente del genere,,2022-12-08T18:22:32Z,0,https://www.youtube.com/watch?v=4920UYmW9M4,"Omicidio Carol Maltesi, il killer interrogato in carcere",La Vita in Diretta - Rai,30/03/2022,0,0,0,0,,1,0,1,gruppo,wrk,0,0,0,0,0,0,1,0,0,0
UgywKK583GiiG8NtZ994AaABAg,Spero tanto ti danno il benvenuto il prigione. Devi soffrire tanto tanto.,,2022-12-06T19:08:10Z,0,https://www.youtube.com/watch?v=N4EJX_cR7sg,#N/A,#N/A,#N/A,0,0,0,0,,0,1,0,,,1,0,0,0,0,0,0,0,0,0
Ugw2psVdmkFwS1CYM9t4AaABAg.9_MVEVYS2eX9_Mdb9fqdUA,Viva l'Italia e la sua poesia e la sua cultura.............................................................................................................................................................,Ugw2psVdmkFwS1CYM9t4AaABAg,2022-04-03T14:46:10Z,,https://www.youtube.com/watch?v=58EYEWKRZUk,"Omicidio Carol Maltesi, il racconto dell'orrore",La Vita in Diretta - Rai,01/04/2022,0,1,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
UgwofnC_MUSi1l9zl4d4AaABAg,incredibile .,,2022-03-30T08:07:28Z,0,https://www.youtube.com/watch?v=abHX7HqwSq4,"Charlotte Angie, la collega Jasmin Carrera: ""Fontana l'accompagna ovunque ma il pericolo è lui""",Fanpage.it,2022,1,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ugx1fDY3KXrF3xGhbB94AaABAg.9_AANJwfzjI9_D-H8i6xl4,anch'io non credo alla storia del gioco erotico,Ugx1fDY3KXrF3xGhbB94AaABAg,2022-03-30T20:51:52Z,,https://www.youtube.com/watch?v=1__fr0d1pRw,"Brescia, Carol Maltesi uccisa e fatta a pezzi nel Bresciano",La Vita in Diretta - Rai,29/03/2022,0,0,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
UgzITvj-eC-nd7iYL294AaABAg,Povera Carol l'assassino deve pagare con una pena severa  cara rip amen 🌺❤️😪mondo brutto pieno di delinquenti pazzi assassini,,2022-04-20T21:46:50Z,0,https://www.youtube.com/watch?v=d2t6zq8e5do,L'amica di Carol: ho sospettato subito di Davide,La Vita in Diretta - Rai,07/04/2022,1,0,0,1,,0,1,0,,,1,0,0,0,0,0,0,0,0,0
Ugzwpdqt_SErh7VR9Ap4AaABAg,Io mi auguro che almeno dalle mani si può arrivare a sapere chi è poverina ché morte  giustizia per questa persona io mi auguro che faccino di tutto per sapere chi a fatto questo scempio .maledetti prima ho poi gli acchiaperanno  bastardi  👃👃👃👃👃👃👃👃🇮🇹,,2022-03-27T15:13:06Z,0,https://www.youtube.com/watch?v=pLuZUsVac5I,Quattro sacchi nel dirupo il cadavere è sconosciuto,Storie Italiane - Rai,24/03/2022,1,0,0,1,,0,1,0,,,1,0,0,0,0,0,0,0,0,0
UgzNcm6E7gJeUo5uNHZ4AaABAg.9_H6V93Nmjc9aynTtcxMLu,la mamma degli assassini e' sempre incinta,UgzNcm6E7gJeUo5uNHZ4AaABAg,2022-05-13T16:14:12Z,,https://www.youtube.com/watch?v=hxLKUXyL2EQ,Omicidio Carol Maltesi: i tre mesi dell'orrore del killer,Ore 14 - Rai,31/03/2022,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
UgyQwcS4afFg5bzM_CJ4AaABAg.9_Wqvi4VGdf9_YIaH1csb9,"In un'altro servizio ha dichiarato durante l'interrogatorio che non aveva pulito dal sangue la stanza dell'omicidio, quindi l'invito fatto all'amica di Carol di raggiungerlo nell'appartamento di Carol per fare delle foto è chiaro: aveva intenzione di ammazzare anche lei, probabilmente perché temeva che sospettasse qualcosa, per me non sarebbe uscita viva da quell'appartamento, è stata molto fortunata.",UgyQwcS4afFg5bzM_CJ4AaABAg,2022-04-08T03:24:42Z,,https://www.youtube.com/watch?v=_fdoY4KviOg,"Carol Maltesi, dolore di papà e primi rimorsi dell'assassino",Storie Italiane - Rai,07/04/2022,0,0,0,1,,0,0,1,,,0,0,0,0,0,1,0,0,0,0
Ugx8OvglMj0UF-lZOUd4AaABAg,"Povera piccola❤❤❤❤...si certo malato di mente così almeno finisce a tarallucci e vino!!!Dobbiamo  metterci in testa che esiste la cattiveria!!!Il buio  della mente?Ma quale ?Sapeva  benissimo cosa aveva fatto , uno che si protegge non è  un folle sa che ha fatto una cosa grave!!Il fatto che abbia confessato e verosimilmente perché ormai aveva capito che il gioco era finito!!! Quindi ha comprato anche un freezer!!!Ma su per favore!!!",,2022-03-31T20:17:51Z,2,https://www.youtube.com/watch?v=ez_qu4jGVGo,Fatta a pezzi dal vicino doppia vita di un assassino,Storie Italiane - Rai,30/03/2022,1,0,0,0,,0,0,1,,,0,0,0,0,0,1,0,0,0,0
UgzZylZ6XQvoP4PXH_54AaABAg,"Si tratta di uno psicopatico pericolosissimo. Se alcuni avrebbero potuto ammazzare e fare a pezzi la vittima, nessuno avrebbe poi usato la sua auto ed il suo cellulare. Una sorte di feticista che godeva nel possedere gli oggetti della sua vittima.",,2022-04-01T09:45:29Z,0,https://www.youtube.com/watch?v=1__fr0d1pRw,"Brescia, Carol Maltesi uccisa e fatta a pezzi nel Bresciano",La Vita in Diretta - Rai,29/03/2022,0,0,0,1,,0,1,1,,,1,0,0,0,0,1,0,0,0,0
UgzXWOYgJHxR-FAmm5t4AaABAg,Poverina povera mamma povera figlia,,2022-04-01T16:14:35Z,0,https://www.youtube.com/watch?v=Ap0lDWdeDpk,"Omicidio Carol Maltesi, le dichiarazioni della mamma",La Vita in Diretta - Rai,31/03/2022,1,0,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
UgzoT4WrTvWXn-aYBkp4AaABAg,"I mostri esistono, ma sono davvero  pochi per essere veramente pericolosi; sono più pericolosi gli uomini comuni.",,2022-03-29T15:42:37Z,0,https://www.youtube.com/watch?v=2Z6CUI6ar74,"Brescia, fatta a pezzi e gettata in un dirupo: confessa l'assassino",Ore 14 - Rai,29/03/2022,0,0,0,1,,0,0,1,,,0,0,0,0,0,1,0,0,0,0
UgwNVTGkv1Tk0OR-cIR4AaABAg.9_j-sVqdz569a7EqKFPWuK,"Il commento che cercavo, grazie. Avrei voluto anche io scrivere qualcosa del genere ma non ero capace di sintesi né di esprimerlo con tale chiarezza ...il porno a me personalmente disgusta abbastanza, con me non funziona proprio , per dire , ma, finché non veicola messaggi eccessivamente violenti o dispregiativi delle donne, non fa del male e di conseguenza su questa vittima non deve gravare giudizio alcuno, solo rispetto e dolore per la sua morte.",UgwNVTGkv1Tk0OR-cIR4AaABAg,2022-04-22T11:43:50Z,,https://www.youtube.com/watch?v=3uTDR8NUHk0,Tweet vergognosi sull'uccisione di Carol Maltesi,La Vita in Diretta - Rai,30/03/2022,1,0,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
UgzIKmvbSFW_mWOEjAF4AaABAg,Mi dispiace tantissimo riposa in pace e condoglianze alla famiglia,,2022-03-30T10:30:41Z,0,https://www.youtube.com/watch?v=abHX7HqwSq4,"Charlotte Angie, la collega Jasmin Carrera: ""Fontana l'accompagna ovunque ma il pericolo è lui""",Fanpage.it,2022,1,0,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ugy7Fpack7eFRkoJPkt4AaABAg,"Un essere spregevole, un mostro senza eguali! Negli USA riceverebbe la pena capitale dove ancora in vigore oppure l'ergastolo senza sconti. L'Inferno tremera' quando sarà il momento di accoglierlo!!",,2022-03-30T17:51:27Z,0,https://www.youtube.com/watch?v=4920UYmW9M4,"Omicidio Carol Maltesi, il killer interrogato in carcere",La Vita in Diretta - Rai,30/03/2022,0,0,0,1,,0,1,0,,,1,0,0,0,0,0,0,0,0,0
Ugxv_10Nu5uE6ckpaml4AaABAg,purtroppo quando frequenti certi ambienti il pericolo sta in ogni angolo!!meglio un lavoro un po' sottopagato ma sicuro!!chi troppo vuole nulla ottiene!!,,2022-04-01T19:20:58Z,7,https://www.youtube.com/watch?v=Ap0lDWdeDpk,"Omicidio Carol Maltesi, le dichiarazioni della mamma",La Vita in Diretta - Rai,31/03/2022,0,0,0,1,,1,0,1,tie,wrk,0,0,0,0,0,0,1,0,0,0
UgxCklAYxbj3G3wYNPx4AaABAg,Ormai ce poco da dire... Viviamo in un mondo  criminale 😓😓😓riposi in pace 💔😓🙏,,2022-03-29T22:24:05Z,9,https://www.youtube.com/watch?v=1__fr0d1pRw,"Brescia, Carol Maltesi uccisa e fatta a pezzi nel Bresciano",La Vita in Diretta - Rai,29/03/2022,1,0,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ugxb9bDn9jDLqhsk0I14AaABAg,Quello non si può chiamare uomoneanche bestia le bestie non fanno queste cose sono persone lontane da dio voglio dire a questa mamma che le sono vicina e se la può consolare la sua bambina e in cielo e sveglierà dal cielo sul suo bambino  l altro in galera avrà tempo per pensare acio che ha fatto che dio lobperdoni,,2022-04-02T04:56:13Z,0,https://www.youtube.com/watch?v=Ap0lDWdeDpk,"Omicidio Carol Maltesi, le dichiarazioni della mamma",La Vita in Diretta - Rai,31/03/2022,1,0,0,1,,0,0,1,,,0,0,0,0,0,1,0,0,0,0
UgyDu51Qx7JDZzZwZaF4AaABAg.9_CcrYOKqDO9_opee3Splx,"<USER> no non fanno tutte la stessa fine ci sono tante donne che fanno i porno e sono vive e vegete. Io non ho approvo il suo modo di vivere la sua vita, ma non la giudico xche non sta a me giudicare non sono Dio. Cmq non x questo doveva essere uccisa e fatta a pezzi, provo pietà x questa ragazza xche il mostro non ne ha avuta x lei. Al porno l ha indirizzata lui e gestiva la sua vita come voleva lui. Quando lei si è ribellata lui ha trucidata in un modo orrendo. E vero che ci sono stati delitti efferati, ma questo non lo scorderò mai, xche lui lo ha fatto con lucidità e mi fa orrore, merita tutti gli orrori del mondo questo schifoso",UgyDu51Qx7JDZzZwZaF4AaABAg,2022-04-14T22:49:28Z,,https://www.youtube.com/watch?v=4920UYmW9M4,"Omicidio Carol Maltesi, il killer interrogato in carcere",La Vita in Diretta - Rai,30/03/2022,1,0,0,1,,0,1,1,,,1,0,0,0,0,1,0,0,0,0
UgyJVLId_zUrS_3JZ7t4AaABAg,Che orrore,,2022-04-05T01:33:49Z,0,https://www.youtube.com/watch?v=ez_qu4jGVGo,Fatta a pezzi dal vicino doppia vita di un assassino,Storie Italiane - Rai,30/03/2022,1,0,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
UgyKdR4YxIOVVwbDnwV4AaABAg,Questo lha affettata con precisione chirurgica e quella ride?ciaooo,,2022-03-29T17:40:34Z,10,https://www.youtube.com/watch?v=Sqpt72m0cj4,"Carol Maltesi, uccisa e fatta a pezzi nel bresciano: la testimonianza della vicina di casa",AGTW,2022,0,0,1,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
UgyaZXj1QqVVikjNHE54AaABAg.9_A6GRG545f9_MqH4HJrmm,No pena di morte   SUBITO!!!,UgyaZXj1QqVVikjNHE54AaABAg,2022-04-03T16:36:53Z,,https://www.youtube.com/watch?v=qQ95IWLH2Is,Quattro sacchi nel dirupo l'identikit dei tatuaggi,Storie Italiane - Rai,29/03/2022,0,0,0,1,,0,1,0,,,1,0,0,0,0,0,0,0,0,0
UgzP0TIuVOgiVYV2ECt4AaABAg,"Secondo me quello del video è una scusa, andrebbe anche querelato per diffamazione",,2022-03-30T18:03:20Z,0,https://www.youtube.com/watch?v=4920UYmW9M4,"Omicidio Carol Maltesi, il killer interrogato in carcere",La Vita in Diretta - Rai,30/03/2022,0,0,0,1,,0,0,1,,,0,0,0,0,0,1,0,0,0,0
UgxH9eu0o2XMGOeI6vJ4AaABAg,Questo è il risultato della perversione.,,2022-03-31T13:14:25Z,0,https://www.youtube.com/watch?v=4920UYmW9M4,"Omicidio Carol Maltesi, il killer interrogato in carcere",La Vita in Diretta - Rai,30/03/2022,0,0,0,1,,0,0,1,singolo,,0,0,0,0,0,0,1,0,0,0
UgxOQOp3OcVwTfZ2nAZ4AaABAg,Ancora oggi a distanza di un’anno non riesco a credere che non ci sei più…,,2023-04-09T21:53:54Z,0,https://www.youtube.com/watch?v=wmAqadplVmY,#N/A,#N/A,#N/A,1,0,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ugw8AsvoNimpGk3eGqd4AaABAg,"Alcuni ""lavori"" non portano mai a nulla di buono. Ho notato che prima o poi ci si mette nei guai.. Potevi restare in quel maledetto negozio. Riposa  in  pace piccolo fiore. Gli Angeli ti stiano sempre accanto. Amen.",,2022-04-08T06:01:30Z,8,https://www.youtube.com/watch?v=_fdoY4KviOg,"Carol Maltesi, dolore di papà e primi rimorsi dell'assassino",Storie Italiane - Rai,07/04/2022,1,0,0,1,,1,0,1,singolo,wrk,0,0,0,0,0,0,1,0,0,0
Ugx-QE7dd6L1m5Jr5eh4AaABAg.9_cr4IfCux59nRCDoTyIq7,"<USER> ah bella il porno non è finzione!!! Se lo succhi lo succhi e se to piglj, lo pigli!!! La pornografia ha rovinato e continua a rovinare un sacco di persone ma che stai a dire???? Ma informati!!! Chiedi agli psichiatri che poi devono curare e quelli che sviluppano una dipendenza dal porno e quelli ai quali il cervello inizia a girare al contrario per cui mettono in pratica atti magari molto strong che vedono nei porno. Ma dove vivi??? Senza contare che esistono un sacco di interviste a killer seriali che hanno iniziato proprio con il porno ad avere deviazioni....ahhhhh certo....normale!!! Per qualcuno TUTTO È NORMALE!!! UN PAIO DI PALLEEEEEEE",Ugx-QE7dd6L1m5Jr5eh4AaABAg,2023-03-19T08:33:54Z,,https://www.youtube.com/watch?v=3uTDR8NUHk0,Tweet vergognosi sull'uccisione di Carol Maltesi,La Vita in Diretta - Rai,30/03/2022,0,0,0,1,,1,0,0,gruppo,wrk,0,0,0,0,0,0,0,0,0,0
UgxeBoTDnPkAmdhbJUp4AaABAg.9_HUdZpL2YM9fv29VYDzki,<USER> più che altro solo sesso sfrenato. La relazione è tutt'altra cosa.,UgxeBoTDnPkAmdhbJUp4AaABAg,2022-09-13T11:51:14Z,,https://www.youtube.com/watch?v=kCQPCujipFQ,Lui l'ha massacrata in casa non accettava la sua libertà,Storie Italiane - Rai,01/04/2022,0,0,0,1,,1,0,0,singolo,wrk,0,0,0,0,0,0,0,0,0,0
UgyDu51Qx7JDZzZwZaF4AaABAg.9_CcrYOKqDO9_oiPdbnAMJ,Queste persone anno tutte la stessa fine,UgyDu51Qx7JDZzZwZaF4AaABAg,2022-04-14T21:46:07Z,,https://www.youtube.com/watch?v=4920UYmW9M4,"Omicidio Carol Maltesi, il killer interrogato in carcere",La Vita in Diretta - Rai,30/03/2022,0,0,0,1,,1,0,1,gruppo,wrk,0,0,0,0,0,0,1,0,0,0
UgxHwj7C_qxLPzRjky14AaABAg,ALLA FORCA,,2022-04-02T17:08:59Z,0,https://www.youtube.com/watch?v=ez_qu4jGVGo,Fatta a pezzi dal vicino doppia vita di un assassino,Storie Italiane - Rai,30/03/2022,0,0,0,1,,0,1,0,,,1,0,0,0,0,0,0,0,0,0
UgwtbSIUNOZ44PPoE1x4AaABAg,"Ha ucciso una mamma, una sorella, una figlia...ergastolo e pocco per questo mostro...",,2023-02-21T23:16:30Z,0,https://www.youtube.com/watch?v=_fdoY4KviOg,"Carol Maltesi, dolore di papà e primi rimorsi dell'assassino",Storie Italiane - Rai,07/04/2022,0,0,0,1,,0,1,1,,,1,0,0,0,0,1,0,0,0,0
Ugz-9LhlAhdPaJ_qvy94AaABAg,santa subito!,,2022-04-17T10:00:47Z,0,https://www.youtube.com/watch?v=4920UYmW9M4,"Omicidio Carol Maltesi, il killer interrogato in carcere",La Vita in Diretta - Rai,30/03/2022,0,1,0,1,,0,0,0,singolo,,0,0,0,0,0,0,0,0,0,0
Ugy2wzX1eto9RZrw7L14AaABAg,Ennesimo femminicidio !!! Questo poi ha fatto a pezzi il cadavere della sua compagna....  non ci sono più parole. Della serie NON C È MAI FINE AL PEGGIO!!!!!!,,2022-03-29T15:08:11Z,7,https://www.youtube.com/watch?v=s8rVOXL9N4M,"Carol Maltesi fatta a pezzi dal compagno, una vicina: ""Non li ho mai sentiti litigare""",Alanews,2022,0,0,1,1,,0,0,1,,,0,0,0,0,0,1,0,0,0,1
UgyjCiHrGirumWj_80V4AaABAg,Che mondo perso ! )🙏🌹🙏,,2022-03-29T17:12:27Z,0,https://www.youtube.com/watch?v=1__fr0d1pRw,"Brescia, Carol Maltesi uccisa e fatta a pezzi nel Bresciano",La Vita in Diretta - Rai,29/03/2022,1,0,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
Ugxvd6YSqBoKICMhbSN4AaABAg,"Una Donna uccisa,,, torturata,,,, e fatta a pezzi messa in congelatore ma ci rendiamo Conto ???!!a me mi si gela IL sangue non e' possibile una cosa del genere Ora basta dire  mi Sono pentito????? cosa ne pensate voi e' attroce STA' cosa poi fingere di essere lei dopo la sua morte ecc....",,2022-04-10T18:56:17Z,0,https://www.youtube.com/watch?v=_fdoY4KviOg,"Carol Maltesi, dolore di papà e primi rimorsi dell'assassino",Storie Italiane - Rai,07/04/2022,1,0,1,0,,0,0,1,,,0,0,0,0,0,1,0,0,0,0
UgydQZPgHyFGcfMJ3Lp4AaABAg,"sei meno.   di. un.  animale.  ..perché.    .gli. animali.  hanno.  .un. (CUORE. )   ,   .in. galera.  ..a. vita...!!!!!!che.  .schifo!,!!,!!!!!💣",,2022-04-01T13:02:33Z,0,https://www.youtube.com/watch?v=4920UYmW9M4,"Omicidio Carol Maltesi, il killer interrogato in carcere",La Vita in Diretta - Rai,30/03/2022,0,0,0,1,,0,1,0,,,1,0,0,0,0,0,0,0,0,0
Ugz0uKj4sr44vrUi34p4AaABAg,"99% Racket della prostituzione.Magari donna Ucraina, (visto il periodo..😉)",,2022-03-21T20:35:15Z,0,https://www.youtube.com/watch?v=BhjGZamQq1w,Orrore nel Bresciano: ritrovato cadavere di donna smembrato,Ore 14 - Rai,21/03/2022,0,0,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
UgyRplwvRe_zU6Wj-YF4AaABAg,Questo siguramente a uciso pure altre ragazze,,2022-03-31T19:46:24Z,0,https://www.youtube.com/watch?v=4920UYmW9M4,"Omicidio Carol Maltesi, il killer interrogato in carcere",La Vita in Diretta - Rai,30/03/2022,0,0,0,1,,0,0,1,,,0,0,0,0,0,1,0,0,0,0
Ugx86OpFfEPZwGW23jV4AaABAg,"Ma cos'è diventato l'uomo? Nemmeno le bestie più feroci fanno così!
Povera ragazza, RIP",,2022-03-28T14:18:40Z,7,https://www.youtube.com/watch?v=RqqLiYpW6_U,"Cadavere di donna ritrovato nei sacchi della spazzatura, potrebbe appartenere a una web influencer",Fanpage.it,2022,1,0,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
UgzK7qN4SzaoGm7I7tp4AaABAg,Video piccanti? Il porno estremo cambia le persone per sempre.,,2022-04-11T09:09:05Z,0,https://www.youtube.com/watch?v=d2t6zq8e5do,L'amica di Carol: ho sospettato subito di Davide,La Vita in Diretta - Rai,07/04/2022,0,0,0,1,,0,0,0,gruppo,,0,0,0,0,0,0,0,0,0,0
UgyPIj1PERuBKq7zyhZ4AaABAg,"meno male che non siamo tutte schiave del sesso, ma abbiamo pure una dignità di andare a lavorare",,2022-03-30T17:02:17Z,14,https://www.youtube.com/watch?v=abHX7HqwSq4,"Charlotte Angie, la collega Jasmin Carrera: ""Fontana l'accompagna ovunque ma il pericolo è lui""",Fanpage.it,2022,0,0,0,1,,1,0,1,gruppo,wrk,0,0,0,0,0,0,1,0,0,0
Ugw90zrkh8v5cuMSyj94AaABAg,Questo pagliaccio si farà 30 anni. Pietro Maso docet.,,2022-04-02T11:27:47Z,2,https://www.youtube.com/watch?v=58EYEWKRZUk,"Omicidio Carol Maltesi, il racconto dell'orrore",La Vita in Diretta - Rai,01/04/2022,0,0,0,1,,0,0,1,,,0,0,0,0,0,1,0,0,0,0
UgxcC92n5xt3vWAO3Hh4AaABAg,"prima di andare in galera dovrebbe guardare in faccia la sua famiglia,gli amici e i colleghi",,2022-05-10T10:45:50Z,0,https://www.youtube.com/watch?v=vTSuzkYCG5U,"Carol Maltesi, parla l'amica: ""Davide cancellò le foto coi tatuaggi""",Ore 14 - Rai,31/03/2022,0,0,0,1,,0,0,1,,,0,0,0,0,0,1,0,0,0,0
Ugxq60md3xvIX_PYrXt4AaABAg,"Chiamarti uomo è solo un eufemismo, non sei degno di essere chiamato così! Sei solo un lurido assassino!  Hai levato la vita non solo una donna ma mamma, figlia etc..........!",,2022-04-21T17:20:10Z,0,https://www.youtube.com/watch?v=_fdoY4KviOg,"Carol Maltesi, dolore di papà e primi rimorsi dell'assassino",Storie Italiane - Rai,07/04/2022,1,0,0,1,,0,1,1,,,1,0,0,0,0,1,0,0,0,0
Ugy7gliplpWlCV3Exp54AaABAg,Maledetto.Ergastolo,,2022-04-04T09:38:29Z,0,https://www.youtube.com/watch?v=58EYEWKRZUk,"Omicidio Carol Maltesi, il racconto dell'orrore",La Vita in Diretta - Rai,01/04/2022,0,0,0,1,,0,1,0,,,1,0,0,0,0,0,0,0,0,0
UgzhYfZSQArCBGsix9x4AaABAg.9_E34jX5qf89aFoLEfcUqj,E una magistratura seria,UgzhYfZSQArCBGsix9x4AaABAg,2022-04-25T19:36:41Z,,https://www.youtube.com/watch?v=abHX7HqwSq4,"Charlotte Angie, la collega Jasmin Carrera: ""Fontana l'accompagna ovunque ma il pericolo è lui""",Fanpage.it,2022,0,0,0,1,,0,0,0,,,0,0,0,0,0,0,0,0,0,0
UgyM_Q_6ulSnF5yVFXh4AaABAg.9_Zyc1LvM0m9a4q9e6wTmk,"Già, che dolore immenso per questa figlia che prometteva tanto bene. Chissà quanti sani principi le avrà inculcato questo  padre amorevole. A quando la causa di beatificazione?",UgyM_Q_6ulSnF5yVFXh4AaABAg,2022-04-21T13:20:56Z,,https://www.youtube.com/watch?v=_fdoY4KviOg,"Carol Maltesi, dolore di papà e primi rimorsi dell'assassino",Storie Italiane - Rai,07/04/2022,0,1,0,1,,0,0,0,singolo,,0,0,0,0,0,0,0,0,0,0
Ugwj1ItubIN-DHqblbl4AaABAg,Che uomo di m.............. Senza Cuore. Senza pieta   per suo piccolo angelo senza Mamma adesso. Midispiace. R.i.p. Amèn 🙏,,2022-03-31T08:02:28Z,0,https://www.youtube.com/watch?v=4920UYmW9M4,"Omicidio Carol Maltesi, il killer interrogato in carcere",La Vita in Diretta - Rai,30/03/2022,1,0,0,1,,0,1,0,,,1,0,0,0,0,0,0,0,0,0
